AD,date,reconstructed,data_type_code,century,temp_bin,date_as_date,i,temp_class,id
1484,406,8.3,Diary,15,>=6 & <9,2022-04-06,11,gte6-and-lt9,321
1485,404,9.3,Diary,15,>=9,2022-04-04,9,gte9,322
1486,409,7.7,Diary,15,>=6 & <9,2022-04-09,14,gte6-and-lt9,323
1487,403,9.6,Diary,15,>=9,2022-04-03,8,gte9,324
1488,412,6.6,Diary,15,>=6 & <9,2022-04-12,17,gte6-and-lt9,325
1489,410,7.4,Diary,15,>=6 & <9,2022-04-10,15,gte6-and-lt9,326
1490,407,8.3,Diary,15,>=6 & <9,2022-04-07,12,gte6-and-lt9,327
1491,417,5.4,Diary,15,>=3 & <6,2022-04-17,22,gte3-and-lt6,328
1492,417,5.2,Diary,15,>=3 & <6,2022-04-17,22,gte3-and-lt6,329
1493,410,7.4,Diary,15,>=6 & <9,2022-04-10,15,gte6-and-lt9,330
1494,416,5.7,Diary,15,>=3 & <6,2022-04-16,21,gte3-and-lt6,331
1495,404,9.3,Diary,15,>=9,2022-04-04,9,gte9,332
1496,406,8.3,Diary,15,>=6 & <9,2022-04-06,11,gte6-and-lt9,333
1497,418,5.2,Diary,15,>=3 & <6,2022-04-18,23,gte3-and-lt6,334
1498,407,8.3,Diary,15,>=6 & <9,2022-04-07,12,gte6-and-lt9,335
1499,421,4.3,Diary,15,>=3 & <6,2022-04-21,26,gte3-and-lt6,336
1500,407,8.3,Diary,16,>=6 & <9,2022-04-07,12,gte6-and-lt9,337
1501,413,6.6,Diary,16,>=6 & <9,2022-04-13,18,gte6-and-lt9,338
1502,425,3.2,Diary,16,>=3 & <6,2022-04-25,30,gte3-and-lt6,339
1503,418,5.2,Diary,16,>=3 & <6,2022-04-18,23,gte3-and-lt6,340
1504,423,3.5,Diary,16,>=3 & <6,2022-04-23,28,gte3-and-lt6,341
1505,416,5.7,Diary,16,>=3 & <6,2022-04-16,21,gte3-and-lt6,342
1506,416,5.7,Diary,16,>=3 & <6,2022-04-16,21,gte3-and-lt6,343
1507,418,5.2,Diary,16,>=3 & <6,2022-04-18,23,gte3-and-lt6,344
1508,420,4.3,Diary,16,>=3 & <6,2022-04-20,25,gte3-and-lt6,345
1509,412,6.9,Diary,16,>=6 & <9,2022-04-12,17,gte6-and-lt9,346
1510,420,4.6,Diary,16,>=3 & <6,2022-04-20,25,gte3-and-lt6,347
1511,421,4.3,Diary,16,>=3 & <6,2022-04-21,26,gte3-and-lt6,348
1512,418,4.9,Diary,16,>=3 & <6,2022-04-18,23,gte3-and-lt6,349
1513,420,4.6,Diary,16,>=3 & <6,2022-04-20,25,gte3-and-lt6,350
1514,415,6,Diary,16,>=6 & <9,2022-04-15,20,gte6-and-lt9,351
1515,421,4.3,Diary,16,>=3 & <6,2022-04-21,26,gte3-and-lt6,352
1516,413,6.3,Diary,16,>=6 & <9,2022-04-13,18,gte6-and-lt9,353
1517,416,5.7,Diary,16,>=3 & <6,2022-04-16,21,gte3-and-lt6,354
1518,425,3.2,Diary,16,>=3 & <6,2022-04-25,30,gte3-and-lt6,355
1519,421,4.3,Diary,16,>=3 & <6,2022-04-21,26,gte3-and-lt6,356
1520,414,6,Diary,16,>=6 & <9,2022-04-14,19,gte6-and-lt9,357
1521,417,5.4,Diary,16,>=3 & <6,2022-04-17,22,gte3-and-lt6,358
1522,413,6.6,Diary,16,>=6 & <9,2022-04-13,18,gte6-and-lt9,359
1523,419,4.9,Diary,16,>=3 & <6,2022-04-19,24,gte3-and-lt6,360
1524,418,4.9,Diary,16,>=3 & <6,2022-04-18,23,gte3-and-lt6,361
1525,414,6.3,Diary,16,>=6 & <9,2022-04-14,19,gte6-and-lt9,362
1526,423,3.8,Diary,16,>=3 & <6,2022-04-23,28,gte3-and-lt6,363
1527,415,6,Diary,16,>=6 & <9,2022-04-15,20,gte6-and-lt9,364
1528,415,5.7,Diary,16,>=3 & <6,2022-04-15,20,gte3-and-lt6,365
1529,417,5.4,Diary,16,>=3 & <6,2022-04-17,22,gte3-and-lt6,366
1530,417,5.4,Diary,16,>=3 & <6,2022-04-17,22,gte3-and-lt6,367
1531,413,6.6,Diary,16,>=6 & <9,2022-04-13,18,gte6-and-lt9,368
1532,417,5.2,Diary,16,>=3 & <6,2022-04-17,22,gte3-and-lt6,369
1533,421,4.3,Diary,16,>=3 & <6,2022-04-21,26,gte3-and-lt6,370
1534,418,5.2,Poetry,16,>=3 & <6,2022-04-18,23,gte3-and-lt6,371
1535,405,8.9,Diary,16,>=6 & <9,2022-04-05,10,gte6-and-lt9,372
1536,417,5.2,Diary,16,>=3 & <6,2022-04-17,22,gte3-and-lt6,373
1537,418,5.2,Diary,16,>=3 & <6,2022-04-18,23,gte3-and-lt6,374
1538,422,4.1,Diary,16,>=3 & <6,2022-04-22,27,gte3-and-lt6,375
1539,430,2,Diary,16,<3,2022-04-30,35,lt3,376
1540,501,1.5,Diary,16,<3,2022-05-01,36,lt3,377
1541,419,4.9,Diary,16,>=3 & <6,2022-04-19,24,gte3-and-lt6,378
1542,412,6.9,Diary,16,>=6 & <9,2022-04-12,17,gte6-and-lt9,379
1543,429,2.2,Diary,16,<3,2022-04-29,34,lt3,380
1544,416,5.4,Diary,16,>=3 & <6,2022-04-16,21,gte3-and-lt6,381
1545,407,8.3,Diary,16,>=6 & <9,2022-04-07,12,gte6-and-lt9,382
1546,422,4.1,Diary,16,>=3 & <6,2022-04-22,27,gte3-and-lt6,383
1547,414,6.3,Diary,16,>=6 & <9,2022-04-14,19,gte6-and-lt9,384
1548,427,2.5,Diary,16,<3,2022-04-27,32,lt3,385
1549,427,2.7,Diary,16,<3,2022-04-27,32,lt3,386
1550,421,4.3,Diary,16,>=3 & <6,2022-04-21,26,gte3-and-lt6,387
1551,419,4.9,Diary,16,>=3 & <6,2022-04-19,24,gte3-and-lt6,388
1552,413,6.3,Diary,16,>=6 & <9,2022-04-13,18,gte6-and-lt9,389
1553,429,2.2,Diary,16,<3,2022-04-29,34,lt3,390
1555,411,7.2,Diary,16,>=6 & <9,2022-04-11,16,gte6-and-lt9,391
1556,429,2,Diary,16,<3,2022-04-29,34,lt3,392
1557,403,9.6,Diary,16,>=9,2022-04-03,8,gte9,393
1558,421,4.3,Diary,16,>=3 & <6,2022-04-21,26,gte3-and-lt6,394
1559,406,8.6,Diary,16,>=6 & <9,2022-04-06,11,gte6-and-lt9,395
1560,409,7.4,Diary,16,>=6 & <9,2022-04-09,14,gte6-and-lt9,396
1561,412,6.9,Diary,16,>=6 & <9,2022-04-12,17,gte6-and-lt9,397
1562,409,7.7,Diary,16,>=6 & <9,2022-04-09,14,gte6-and-lt9,398
1563,409,7.7,Diary,16,>=6 & <9,2022-04-09,14,gte6-and-lt9,399
1564,418,4.9,Diary,16,>=3 & <6,2022-04-18,23,gte3-and-lt6,400
1565,424,3.5,Diary,16,>=3 & <6,2022-04-24,29,gte3-and-lt6,401
1566,407,8.3,Diary,16,>=6 & <9,2022-04-07,12,gte6-and-lt9,402
1567,418,5.2,Diary,16,>=3 & <6,2022-04-18,23,gte3-and-lt6,403
1568,415,5.7,Diary,16,>=3 & <6,2022-04-15,20,gte3-and-lt6,404
1570,422,4.1,Diary,16,>=3 & <6,2022-04-22,27,gte3-and-lt6,405
1571,418,5.2,Diary,16,>=3 & <6,2022-04-18,23,gte3-and-lt6,406
1572,416,5.4,Diary,16,>=3 & <6,2022-04-16,21,gte3-and-lt6,407
1574,408,8,Phenology,16,>=6 & <9,2022-04-08,13,gte6-and-lt9,408
1576,418,4.9,Diary,16,>=3 & <6,2022-04-18,23,gte3-and-lt6,409
1577,410,7.4,Diary,16,>=6 & <9,2022-04-10,15,gte6-and-lt9,410
1579,412,6.9,Diary,16,>=6 & <9,2022-04-12,17,gte6-and-lt9,411
1580,406,8.3,Diary,16,>=6 & <9,2022-04-06,11,gte6-and-lt9,412
1581,415,6,Diary,16,>=6 & <9,2022-04-15,20,gte6-and-lt9,413
1583,418,5.2,Diary,16,>=3 & <6,2022-04-18,23,gte3-and-lt6,414
1584,415,5.7,Diary,16,>=3 & <6,2022-04-15,20,gte3-and-lt6,415
1585,415,6,Diary,16,>=6 & <9,2022-04-15,20,gte6-and-lt9,416
1586,416,5.7,Diary,16,>=3 & <6,2022-04-16,21,gte3-and-lt6,417
1587,415,6,Diary,16,>=6 & <9,2022-04-15,20,gte6-and-lt9,418
1588,415,5.7,Diary,16,>=3 & <6,2022-04-15,20,gte3-and-lt6,419
1589,415,6,Diary,16,>=6 & <9,2022-04-15,20,gte6-and-lt9,420
1590,412,6.9,Diary,16,>=6 & <9,2022-04-12,17,gte6-and-lt9,421
1591,404,9.3,Diary,16,>=9,2022-04-04,9,gte9,422
1592,407,8,Poetry,16,>=6 & <9,2022-04-07,12,gte6-and-lt9,423
1593,423,3.8,Diary,16,>=3 & <6,2022-04-23,28,gte3-and-lt6,424
1594,403,9.6,Diary,16,>=9,2022-04-03,8,gte9,425
1595,421,4.3,Diary,16,>=3 & <6,2022-04-21,26,gte3-and-lt6,426
1596,413,6.3,Diary,16,>=6 & <9,2022-04-13,18,gte6-and-lt9,427
1597,424,3.5,Diary,16,>=3 & <6,2022-04-24,29,gte3-and-lt6,428
1598,420,4.6,Diary,16,>=3 & <6,2022-04-20,25,gte3-and-lt6,429
1599,413,6.6,Diary,16,>=6 & <9,2022-04-13,18,gte6-and-lt9,430
1600,410,7.2,Diary,17,>=6 & <9,2022-04-10,15,gte6-and-lt9,431
1601,403,9.6,Diary,17,>=9,2022-04-03,8,gte9,432
1602,417,5.4,Diary,17,>=3 & <6,2022-04-17,22,gte3-and-lt6,433
1603,409,7.7,Diary,17,>=6 & <9,2022-04-09,14,gte6-and-lt9,434
1604,404,8.9,Diary,17,>=6 & <9,2022-04-04,9,gte6-and-lt9,435
1605,415,6,Diary,17,>=6 & <9,2022-04-15,20,gte6-and-lt9,436
1606,416,5.7,Diary,17,>=3 & <6,2022-04-16,21,gte3-and-lt6,437
1607,420,4.6,Diary,17,>=3 & <6,2022-04-20,25,gte3-and-lt6,438
1609,418,5.2,Diary,17,>=3 & <6,2022-04-18,23,gte3-and-lt6,439
1610,420,4.6,Diary,17,>=3 & <6,2022-04-20,25,gte3-and-lt6,440
1612,327,11.5,Diary,17,>=9,2022-03-27,1,gte9,441
1613,416,5.7,Diary,17,>=3 & <6,2022-04-16,21,gte3-and-lt6,442
1614,413,6.6,Diary,17,>=6 & <9,2022-04-13,18,gte6-and-lt9,443
1615,420,4.6,Diary,17,>=3 & <6,2022-04-20,25,gte3-and-lt6,444
1616,501,1.5,Diary,17,<3,2022-05-01,36,lt3,445
1617,417,5.4,Diary,17,>=3 & <6,2022-04-17,22,gte3-and-lt6,446
1618,412,6.9,Diary,17,>=6 & <9,2022-04-12,17,gte6-and-lt9,447
1619,403,9.6,Diary,17,>=9,2022-04-03,8,gte9,448
1621,419,4.9,Diary,17,>=3 & <6,2022-04-19,24,gte3-and-lt6,449
1622,416,5.7,Diary,17,>=3 & <6,2022-04-16,21,gte3-and-lt6,450
1623,423,3.8,Diary,17,>=3 & <6,2022-04-23,28,gte3-and-lt6,451
1624,421,4.1,Diary,17,>=3 & <6,2022-04-21,26,gte3-and-lt6,452
1625,405,8.9,Diary,17,>=6 & <9,2022-04-05,10,gte6-and-lt9,453
1626,410,7.4,Diary,17,>=6 & <9,2022-04-10,15,gte6-and-lt9,454
1628,413,6.3,Diary,17,>=6 & <9,2022-04-13,18,gte6-and-lt9,455
1629,422,4.1,Diary,17,>=3 & <6,2022-04-22,27,gte3-and-lt6,456
1632,413,6.3,Diary,17,>=6 & <9,2022-04-13,18,gte6-and-lt9,457
1633,408,8,Diary,17,>=6 & <9,2022-04-08,13,gte6-and-lt9,458
1634,406,8.6,Diary,17,>=6 & <9,2022-04-06,11,gte6-and-lt9,459
1635,407,8.3,Diary,17,>=6 & <9,2022-04-07,12,gte6-and-lt9,460
1637,415,6,Diary,17,>=6 & <9,2022-04-15,20,gte6-and-lt9,461
1638,415,6,Diary,17,>=6 & <9,2022-04-15,20,gte6-and-lt9,462
1639,418,5.2,Diary,17,>=3 & <6,2022-04-18,23,gte3-and-lt6,463
1640,412,6.6,Poetry,17,>=6 & <9,2022-04-12,17,gte6-and-lt9,464
1641,427,2.7,Diary,17,<3,2022-04-27,32,lt3,465
1642,424,3.5,Diary,17,>=3 & <6,2022-04-24,29,gte3-and-lt6,466
1643,424,3.5,Diary,17,>=3 & <6,2022-04-24,29,gte3-and-lt6,467
1644,414,6,Diary,17,>=6 & <9,2022-04-14,19,gte6-and-lt9,468
1645,409,7.7,Diary,17,>=6 & <9,2022-04-09,14,gte6-and-lt9,469
1646,328,11.5,Diary,17,>=9,2022-03-28,2,gte9,470
1647,422,4.1,Diary,17,>=3 & <6,2022-04-22,27,gte3-and-lt6,471
1649,414,6.3,Diary,17,>=6 & <9,2022-04-14,19,gte6-and-lt9,472
1650,412,6.9,Diary,17,>=6 & <9,2022-04-12,17,gte6-and-lt9,473
1651,417,5.4,Diary,17,>=3 & <6,2022-04-17,22,gte3-and-lt6,474
1652,416,5.4,Diary,17,>=3 & <6,2022-04-16,21,gte3-and-lt6,475
1653,422,4.1,Diary,17,>=3 & <6,2022-04-22,27,gte3-and-lt6,476
1654,414,6.3,Diary,17,>=6 & <9,2022-04-14,19,gte6-and-lt9,477
1655,414,6.3,Diary,17,>=6 & <9,2022-04-14,19,gte6-and-lt9,478
1656,412,6.6,Diary,17,>=6 & <9,2022-04-12,17,gte6-and-lt9,479
1658,418,5.2,Diary,17,>=3 & <6,2022-04-18,23,gte3-and-lt6,480
1660,420,4.3,Diary,17,>=3 & <6,2022-04-20,25,gte3-and-lt6,481
1661,403,9.6,Poetry,17,>=9,2022-04-03,8,gte9,482
1662,420,4.6,Diary,17,>=3 & <6,2022-04-20,25,gte3-and-lt6,483
1663,415,6,Diary,17,>=6 & <9,2022-04-15,20,gte6-and-lt9,484
1664,414,6,Diary,17,>=6 & <9,2022-04-14,19,gte6-and-lt9,485
1665,422,4.1,Diary,17,>=3 & <6,2022-04-22,27,gte3-and-lt6,486
1666,418,5.2,Diary,17,>=3 & <6,2022-04-18,23,gte3-and-lt6,487
1667,422,4.1,Diary,17,>=3 & <6,2022-04-22,27,gte3-and-lt6,488
1668,419,4.6,Diary,17,>=3 & <6,2022-04-19,24,gte3-and-lt6,489
1669,414,6.3,Diary,17,>=6 & <9,2022-04-14,19,gte6-and-lt9,490
1670,412,6.9,Diary,17,>=6 & <9,2022-04-12,17,gte6-and-lt9,491
1671,426,3,Diary,17,>=3 & <6,2022-04-26,31,gte3-and-lt6,492
1672,421,4.1,Diary,17,>=3 & <6,2022-04-21,26,gte3-and-lt6,493
1673,415,6,Diary,17,>=6 & <9,2022-04-15,20,gte6-and-lt9,494
1674,425,3.2,Diary,17,>=3 & <6,2022-04-25,30,gte3-and-lt6,495
1675,421,4.3,Diary,17,>=3 & <6,2022-04-21,26,gte3-and-lt6,496
1676,412,6.6,Diary,17,>=6 & <9,2022-04-12,17,gte6-and-lt9,497
1677,406,8.6,Diary,17,>=6 & <9,2022-04-06,11,gte6-and-lt9,498
1678,419,4.9,Diary,17,>=3 & <6,2022-04-19,24,gte3-and-lt6,499
1679,424,3.5,Diary,17,>=3 & <6,2022-04-24,29,gte3-and-lt6,500
1680,418,4.9,Diary,17,>=3 & <6,2022-04-18,23,gte3-and-lt6,501
1681,420,4.6,Diary,17,>=3 & <6,2022-04-20,25,gte3-and-lt6,502
1682,414,6.3,Diary,17,>=6 & <9,2022-04-14,19,gte6-and-lt9,503
1683,418,5.2,Diary,17,>=3 & <6,2022-04-18,23,gte3-and-lt6,504
1684,427,2.5,Diary,17,<3,2022-04-27,32,lt3,505
1685,416,5.7,Diary,17,>=3 & <6,2022-04-16,21,gte3-and-lt6,506
1686,414,6.3,Diary,17,>=6 & <9,2022-04-14,19,gte6-and-lt9,507
1687,414,6.3,Diary,17,>=6 & <9,2022-04-14,19,gte6-and-lt9,508
1688,423,3.5,Diary,17,>=3 & <6,2022-04-23,28,gte3-and-lt6,509
1689,407,8.3,Diary,17,>=6 & <9,2022-04-07,12,gte6-and-lt9,510
1690,403,9.6,Diary,17,>=9,2022-04-03,8,gte9,511
1691,413,6.6,Diary,17,>=6 & <9,2022-04-13,18,gte6-and-lt9,512
1692,418,4.9,Diary,17,>=3 & <6,2022-04-18,23,gte3-and-lt6,513
1693,417,5.4,Diary,17,>=3 & <6,2022-04-17,22,gte3-and-lt6,514
1694,419,4.9,Diary,17,>=3 & <6,2022-04-19,24,gte3-and-lt6,515
1695,430,2,Diary,17,<3,2022-04-30,35,lt3,516
1696,423,3.5,Diary,17,>=3 & <6,2022-04-23,28,gte3-and-lt6,517
1697,421,4.3,Diary,17,>=3 & <6,2022-04-21,26,gte3-and-lt6,518
1698,411,7.2,Diary,17,>=6 & <9,2022-04-11,16,gte6-and-lt9,519
1699,407,8.3,Diary,17,>=6 & <9,2022-04-07,12,gte6-and-lt9,520
1700,426,3,Diary,18,>=3 & <6,2022-04-26,31,gte3-and-lt6,521
1701,422,4.1,Diary,18,>=3 & <6,2022-04-22,27,gte3-and-lt6,522
1702,426,3,Diary,18,>=3 & <6,2022-04-26,31,gte3-and-lt6,523
1703,413,6.6,Diary,18,>=6 & <9,2022-04-13,18,gte6-and-lt9,524
1704,422,3.8,Diary,18,>=3 & <6,2022-04-22,27,gte3-and-lt6,525
1705,419,4.9,Diary,18,>=3 & <6,2022-04-19,24,gte3-and-lt6,526
1706,425,3.2,Diary,18,>=3 & <6,2022-04-25,30,gte3-and-lt6,527
1707,421,4.3,Diary,18,>=3 & <6,2022-04-21,26,gte3-and-lt6,528
1708,412,6.6,Diary,18,>=6 & <9,2022-04-12,17,gte6-and-lt9,529
1709,416,5.7,Diary,18,>=3 & <6,2022-04-16,21,gte3-and-lt6,530
1713,414,6.3,Diary,18,>=6 & <9,2022-04-14,19,gte6-and-lt9,531
1714,418,5.2,Diary,18,>=3 & <6,2022-04-18,23,gte3-and-lt6,532
1715,417,5.4,Diary,18,>=3 & <6,2022-04-17,22,gte3-and-lt6,533
1716,419,4.6,Diary,18,>=3 & <6,2022-04-19,24,gte3-and-lt6,534
1717,408,8,Diary,18,>=6 & <9,2022-04-08,13,gte6-and-lt9,535
1718,412,6.9,Diary,18,>=6 & <9,2022-04-12,17,gte6-and-lt9,536
1719,412,6.9,Diary,18,>=6 & <9,2022-04-12,17,gte6-and-lt9,537
1720,423,3.5,Diary,18,>=3 & <6,2022-04-23,28,gte3-and-lt6,538
1721,405,8.9,Diary,18,>=6 & <9,2022-04-05,10,gte6-and-lt9,539
1722,410,7.4,Diary,18,>=6 & <9,2022-04-10,15,gte6-and-lt9,540
1723,414,6.3,Diary,18,>=6 & <9,2022-04-14,19,gte6-and-lt9,541
1724,408,7.7,Diary,18,>=6 & <9,2022-04-08,13,gte6-and-lt9,542
1725,416,5.7,Diary,18,>=3 & <6,2022-04-16,21,gte3-and-lt6,543
1726,426,3,Diary,18,>=3 & <6,2022-04-26,31,gte3-and-lt6,544
1727,422,4.1,Diary,18,>=3 & <6,2022-04-22,27,gte3-and-lt6,545
1728,413,6.3,Diary,18,>=6 & <9,2022-04-13,18,gte6-and-lt9,546
1729,415,6,Diary,18,>=6 & <9,2022-04-15,20,gte6-and-lt9,547
1731,414,6.3,Diary,18,>=6 & <9,2022-04-14,19,gte6-and-lt9,548
1732,417,5.2,Diary,18,>=3 & <6,2022-04-17,22,gte3-and-lt6,549
1733,417,5.4,Diary,18,>=3 & <6,2022-04-17,22,gte3-and-lt6,550
1734,412,6.9,Diary,18,>=6 & <9,2022-04-12,17,gte6-and-lt9,551
1735,411,7.2,Diary,18,>=6 & <9,2022-04-11,16,gte6-and-lt9,552
1736,415,5.7,Diary,18,>=3 & <6,2022-04-15,20,gte3-and-lt6,553
1737,403,9.6,Diary,18,>=9,2022-04-03,8,gte9,554
1738,411,7.2,Diary,18,>=6 & <9,2022-04-11,16,gte6-and-lt9,555
1739,420,4.6,Diary,18,>=3 & <6,2022-04-20,25,gte3-and-lt6,556
1740,424,3.2,Diary,18,>=3 & <6,2022-04-24,29,gte3-and-lt6,557
1741,419,4.9,Diary,18,>=3 & <6,2022-04-19,24,gte3-and-lt6,558
1742,419,4.9,Diary,18,>=3 & <6,2022-04-19,24,gte3-and-lt6,559
1743,418,5.2,Diary,18,>=3 & <6,2022-04-18,23,gte3-and-lt6,560
1744,407,8,Diary,18,>=6 & <9,2022-04-07,12,gte6-and-lt9,561
1745,415,6,Diary,18,>=6 & <9,2022-04-15,20,gte6-and-lt9,562
1746,420,4.6,Diary,18,>=3 & <6,2022-04-20,25,gte3-and-lt6,563
1747,411,7.2,Diary,18,>=6 & <9,2022-04-11,16,gte6-and-lt9,564
1748,405,8.6,Diary,18,>=6 & <9,2022-04-05,10,gte6-and-lt9,565
1749,410,7.4,Diary,18,>=6 & <9,2022-04-10,15,gte6-and-lt9,566
1750,420,4.6,Diary,18,>=3 & <6,2022-04-20,25,gte3-and-lt6,567
1751,413,6.6,Diary,18,>=6 & <9,2022-04-13,18,gte6-and-lt9,568
1752,419,4.6,Diary,18,>=3 & <6,2022-04-19,24,gte3-and-lt6,569
1753,406,8.6,Diary,18,>=6 & <9,2022-04-06,11,gte6-and-lt9,570
1754,425,3.2,Diary,18,>=3 & <6,2022-04-25,30,gte3-and-lt6,571
1755,430,2,Diary,18,<3,2022-04-30,35,lt3,572
1756,418,4.9,Diary,18,>=3 & <6,2022-04-18,23,gte3-and-lt6,573
1757,422,4.1,Diary,18,>=3 & <6,2022-04-22,27,gte3-and-lt6,574
1758,411,7.2,Diary,18,>=6 & <9,2022-04-11,16,gte6-and-lt9,575
1759,419,4.9,Diary,18,>=3 & <6,2022-04-19,24,gte3-and-lt6,576
1760,412,6.6,Diary,18,>=6 & <9,2022-04-12,17,gte6-and-lt9,577
1761,330,10.8,Diary,18,>=9,2022-03-30,4,gte9,578
1762,416,5.7,Diary,18,>=3 & <6,2022-04-16,21,gte3-and-lt6,579
1763,422,4.1,Diary,18,>=3 & <6,2022-04-22,27,gte3-and-lt6,580
1764,407,8,Diary,18,>=6 & <9,2022-04-07,12,gte6-and-lt9,581
1765,416,5.7,Diary,18,>=3 & <6,2022-04-16,21,gte3-and-lt6,582
1766,423,3.8,Diary,18,>=3 & <6,2022-04-23,28,gte3-and-lt6,583
1767,411,7.2,Diary,18,>=6 & <9,2022-04-11,16,gte6-and-lt9,584
1768,426,2.7,Diary,18,<3,2022-04-26,31,lt3,585
1769,415,6,Diary,18,>=6 & <9,2022-04-15,20,gte6-and-lt9,586
1770,415,6,Diary,18,>=6 & <9,2022-04-15,20,gte6-and-lt9,587
1771,414,6.3,Diary,18,>=6 & <9,2022-04-14,19,gte6-and-lt9,588
1772,415,5.7,Diary,18,>=3 & <6,2022-04-15,20,gte3-and-lt6,589
1773,410,7.4,Diary,18,>=6 & <9,2022-04-10,15,gte6-and-lt9,590
1774,420,4.6,Diary,18,>=3 & <6,2022-04-20,25,gte3-and-lt6,591
1775,409,7.7,Diary,18,>=6 & <9,2022-04-09,14,gte6-and-lt9,592
1776,417,5.2,Diary,18,>=3 & <6,2022-04-17,22,gte3-and-lt6,593
1777,414,6.3,Diary,18,>=6 & <9,2022-04-14,19,gte6-and-lt9,594
1778,421,4.3,Diary,18,>=3 & <6,2022-04-21,26,gte3-and-lt6,595
1779,406,8.6,Diary,18,>=6 & <9,2022-04-06,11,gte6-and-lt9,596
1780,418,4.9,Diary,18,>=3 & <6,2022-04-18,23,gte3-and-lt6,597
1781,401,10.2,Diary,18,>=9,2022-04-01,6,gte9,598
1782,419,4.9,Diary,18,>=3 & <6,2022-04-19,24,gte3-and-lt6,599
1783,413,6.6,Diary,18,>=6 & <9,2022-04-13,18,gte6-and-lt9,600
1784,414,6,Diary,18,>=6 & <9,2022-04-14,19,gte6-and-lt9,601
1785,418,5.2,Diary,18,>=3 & <6,2022-04-18,23,gte3-and-lt6,602
1786,416,5.7,Diary,18,>=3 & <6,2022-04-16,21,gte3-and-lt6,603
1787,415,6,Diary,18,>=6 & <9,2022-04-15,20,gte6-and-lt9,604
1788,418,4.9,Diary,18,>=3 & <6,2022-04-18,23,gte3-and-lt6,605
1789,416,5.7,Diary,18,>=3 & <6,2022-04-16,21,gte3-and-lt6,606
1790,429,2.2,Diary,18,<3,2022-04-29,34,lt3,607
1791,409,7.7,Diary,18,>=6 & <9,2022-04-09,14,gte6-and-lt9,608
1792,410,7.2,Diary,18,>=6 & <9,2022-04-10,15,gte6-and-lt9,609
1793,416,5.7,Diary,18,>=3 & <6,2022-04-16,21,gte3-and-lt6,610
1794,414,6.3,Diary,18,>=6 & <9,2022-04-14,19,gte6-and-lt9,611
1795,423,3.8,Diary,18,>=3 & <6,2022-04-23,28,gte3-and-lt6,612
1796,412,6.6,Diary,18,>=6 & <9,2022-04-12,17,gte6-and-lt9,613
1797,407,8.3,Diary,18,>=6 & <9,2022-04-07,12,gte6-and-lt9,614
1798,420,4.6,Diary,18,>=3 & <6,2022-04-20,25,gte3-and-lt6,615
1799,413,6.6,Diary,18,>=6 & <9,2022-04-13,18,gte6-and-lt9,616
1800,413,6.6,Diary,19,>=6 & <9,2022-04-13,18,gte6-and-lt9,617
1801,415,6,Diary,19,>=6 & <9,2022-04-15,20,gte6-and-lt9,618
1802,406,8.6,Diary,19,>=6 & <9,2022-04-06,11,gte6-and-lt9,619
1803,420,4.6,Diary,19,>=3 & <6,2022-04-20,25,gte3-and-lt6,620
1804,413,6.3,Diary,19,>=6 & <9,2022-04-13,18,gte6-and-lt9,621
1805,403,9.6,Diary,19,>=9,2022-04-03,8,gte9,622
1806,424,3.5,Diary,19,>=3 & <6,2022-04-24,29,gte3-and-lt6,623
1807,426,3,Diary,19,>=3 & <6,2022-04-26,31,gte3-and-lt6,624
1808,407,8,Diary,19,>=6 & <9,2022-04-07,12,gte6-and-lt9,625
1809,417,5.4,Diary,19,>=3 & <6,2022-04-17,22,gte3-and-lt6,626
1810,410,7.4,Diary,19,>=6 & <9,2022-04-10,15,gte6-and-lt9,627
1811,420,4.6,Diary,19,>=3 & <6,2022-04-20,25,gte3-and-lt6,628
1812,429,2,Diary,19,<3,2022-04-29,34,lt3,629
1813,417,5.4,Diary,19,>=3 & <6,2022-04-17,22,gte3-and-lt6,630
1814,423,3.8,Diary,19,>=3 & <6,2022-04-23,28,gte3-and-lt6,631
1815,421,4.3,Diary,19,>=3 & <6,2022-04-21,26,gte3-and-lt6,632
1816,412,6.6,Diary,19,>=6 & <9,2022-04-12,17,gte6-and-lt9,633
1817,420,4.6,Diary,19,>=3 & <6,2022-04-20,25,gte3-and-lt6,634
1818,416,5.7,Diary,19,>=3 & <6,2022-04-16,21,gte3-and-lt6,635
1819,416,5.7,Diary,19,>=3 & <6,2022-04-16,21,gte3-and-lt6,636
1820,404,8.9,Diary,19,>=6 & <9,2022-04-04,9,gte6-and-lt9,637
1821,419,4.9,Diary,19,>=3 & <6,2022-04-19,24,gte3-and-lt6,638
1822,412,6.9,Diary,19,>=6 & <9,2022-04-12,17,gte6-and-lt9,639
1823,416,5.7,Diary,19,>=3 & <6,2022-04-16,21,gte3-and-lt6,640
1824,417,5.2,Diary,19,>=3 & <6,2022-04-17,22,gte3-and-lt6,641
1825,424,3.5,Diary,19,>=3 & <6,2022-04-24,29,gte3-and-lt6,642
1826,419,4.9,Diary,19,>=3 & <6,2022-04-19,24,gte3-and-lt6,643
1827,410,7.4,Diary,19,>=6 & <9,2022-04-10,15,gte6-and-lt9,644
1828,422,3.8,Diary,19,>=3 & <6,2022-04-22,27,gte3-and-lt6,645
1829,422,4.1,Diary,19,>=3 & <6,2022-04-22,27,gte3-and-lt6,646
